"","f0101","f0102","f04","f05","f06","f07","f0801","f0802","f0803","f0804","f0805","f0806","f0807","f0808","f0809","f0810","f0811","f0812","f0813","f0814","f0815","f0816","f0817","f0818","f0819","f0820","f0821","f0822","f0823","f0824","f0825","f0826","f0827","f0828","f0901","f0902","f0903","f1001","f1002","f1003","f1004","f11","f12","f14","f15","f1603","f1801","f180201","f180202","Mig","f22","f0201new","f0202new","f0203new","f03new","f1601","f1602","f20"
"1656",NA,NA,"12","6","1","6","3","2","2","3","3","3","3","3","2","3","2","2","3","3","3","3","3","2","2","3","2","3","3","3","2","2","2","2","0","0","1","1","1","1","0","2","2","4","3","2","2","2","2","1","3","0","3","1","0",4,2,36
"1657",NA,NA,"10","1","10","6","2","4","2","3","1","1","4","1","4","1","1","4","2","4","4","4","4","4","4","4","4","2","4","4","3","1","1","2","1","1","1","0","0","1","0","2","2","4","3","2","1","1","1","2","3","0","3","4","0",4,2,37
"1658","2","3","11","6","6","1","3","2","3","4","2","1","2","1","1","4","1","4","2","4","1","4","4","4","1","1","1","2","1","3","3","2","2","2","1","1","1","1","1","1","0","2","2","4","5","2","1","1","1","2","3","0","5","1","0",2,0,35
"1659","2","1","9","4","5","3","1","4","2","2","3","1","4","1","4","1","4","1","1","1","4","1","4","4","4","3","3","1","4","1","1","1","1","1","0","1","0","0","0","1","0","1","1","1","2",NA,"1","1","1","2","1","1","1","4","1",1,NA,44
"1660","2","3","11","4","3","4","1","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","2","2","1","1",NA,"1","1","1","2","3","1","5","3","0",1,NA,42
"1661","2","3","8","4","1","3","1","2","2","1","1","2","1","1","2","1","2","2","1","1","2","2","3","3","2","1","2","3","2","3","2","1","3","2","1","0","0","0","1","0","0","2","1","1","2",NA,"1","1","1","2","1","1","1","4","1",1,NA,41
"1662","2","2","1","4","3","4","3","3","3","3","3","3","3","3","3","3","3","3","3",NA,NA,"3","3","3","3","2","3","2","3","3","2",NA,"2",NA,"1","0","0","1","0","0","0","2","1","1","3",NA,"1","1","1","2","5","1","5","4","0",1,NA,42
"1663","1","1","2","4","3","3","1","3","1","2","4","1","3","3","3","1","4","2","3","2","4","4","4","4","3","2","3","1","2","1","1","2","2","3","1","1","1","1","1","1","0","2","1","1","3",NA,"1","1","1","2","2","1","4","3","0",1,NA,41
"1664","2","3","2","4","3","4","2","3","2","4","2","2","4","3","3","2","2","1","2",NA,NA,"3","4","4","4","3","2","2","3","3","2",NA,"2",NA,"1","0","0","1","1","1","0","1","1","1","6",NA,"1","1","1","2","5","1","1","1","0",1,NA,42
"1665","1","1","7","4","5","4","3","3","3","3","3","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","3","3","2","1","1","1","0","1","1","0","2","1","1","3",NA,"1","1","1","2","2","1","1","1","0",1,NA,42
"1666","2","88","5","3","5","3","1","3","2","4","2","1","4","2","4","2","3","2","2","4","4","1","4","4","4","1","2","1","3","4","1","1","1","1","1","1","0","1","0","1","0","2","1","1","2",NA,"1","1","1","2","1","1","1","2","0",1,NA,42
"1667","2","1","2","4","3","4","2","2","3","3","2","2","4","2","2","2","3","2","2","4","4","4","4","4","4","3","2","3","3","3","2","2","3","2","1","1","0","1","1","0","0","2","2","1","2",NA,"1","1","1","2","1","1","5","1","0",1,NA,44
"1668","2","1","9","3",NA,"4","4","4","4","4","4","2","2","2","2","3","4","4","4","3","3","3","3","2","2","2","2","4","4","4","4","3","3","3","1","1","1","1","0","0","0","2","2","1","3",NA,"1","2","2","1","2","1","4","5","1",1,NA,43
"1669","2","1","2","4","10","4","3","1","1","2","3","1","3","2","3","2","2","2","2","3","2","4","1","4","4","2","2","1","2","2","2","1","4","2","1","1","0","1","1","0","0","2","1","1","6",NA,"1","1","1","2","5","1","5","5","1",1,NA,41
"1670","2","1","1","6","11","4","3","2","3","4","3","2","4","4","2","3","2","4","3","3","3","3","4","4","4","2","2","3","2","3","3","2","2","3","1","0","0","0","0","1","0","2","2","1","2",NA,"1","1","1","2","4","1","5","3","0",1,NA,43
"1671","2","1","5","3",NA,"3","2","2","3","3","2","1","3","2","3","2","1","3","1","3","2","2","3","3","3","2","2","2","1","2","1","1","4","2","0","0","1","0","0","1","0","1","1","1","2",NA,"1","1","1","2","3","1","5","2","0",1,NA,42
"1672","2","3","1","3","1","4","3","4","2","2","2","1","3","4","3","4","4","4","2","4","3","4","4","4","3","1","3","2","1","2","3","2","3","3","0","1","0","0","1","0","0","2","1","1","3",NA,"1","1","1","2","3","1","5","2","0",1,NA,43
"1673","2","2","5","3","3","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","2","1","1","5",NA,"1","1","1","2","3","1","5","1","0",1,NA,40
"1674","2","3","11","4","1","4","3","3","3","4","2","1","4","2","4","2","4","3","1","4","3","4","4","4","4","3","4","2","4","3","1","2","2",NA,"1","1","1","1","1","1","0","2","1","1","6",NA,"1","1","1","2","5","1","3","4","0",1,NA,42
"1675","1","3","5","3","1","3","2","2","4","4","2","4","2","1","1","1","1","1","2","1","1","4","2","4","4","2","2","4","2","2","2",NA,"1","1","0","1","0","0","0","1","0","2","2","1","3",NA,"1","2","2","1","3","1","4","4","1",1,NA,44
"1676","2","1","1","4",NA,"5","3","2","2","4","3","2","3","3","3","2","2","3","3","4","2","4","3","4","4","2","4","2","2","2","2","2","2","2","1","1","1","1","1","1","0","2","1","1","3",NA,"1","1","1","2","4","1","5","2","0",1,NA,40
"1677","2","1","9","3","3","2","4","2","2","3","3","2","3","3","3","3","3","1","1","4","3","2","2","3","3","2","3","3","3","2","2","2","3","3","1","0","0","1","0","0","0","2","2","1","6",NA,"1","1","1","2","4","1","5","4","1",1,NA,43
"1678","2","2","2","4","1","3","3","4","3","4","4","1","4","4","4","1","4","2","3","1","4","4","4","4","4","4","4","4","2","1","1","1","4","1","1","1","1","0","1","1","0","2","2","1","3",NA,"2","1","2","1","3","1","2","3","1",1,NA,41
"1679","2","1","9","5","3","5","2","2","2","3","3","2","3","3","3","2","3","2","2","3","2","3","4","4","4","3","2","2","2","2","1","2","3","2","1","1","1","1","1","1","0","1","2","1","5",NA,"1","1","1","2","1","1","4","4","1",1,NA,44
"1680","2","3","2","5","6","2","1","1","1","1","2","1","3",NA,NA,"4","4","2","2","2","2","3","4",NA,"2","2","3","2","2","2","2","2","2","2","1","1","1","1","1","1","0","2","2","1","6",NA,"1","1","2","1","1","0","4","5","1",1,NA,43
"1681","2","3","9","4","3","4","1","3","2","4","2","2","4","3","3","2","1","2","2","4","1","4","4","4","4","3","4","2","3","3","3","2","2","2","1","1","1","1","1","0","0","2","1","1","3",NA,"1","1","1","2","3","0","5","5","1",1,NA,43
"1682",NA,NA,"1","1","5","1","4","1","1","1","1","1","1","1","1","1","1","1","1","4","1","1","1","4","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","0","2","1","1","2",NA,"1","2","2","1","1","0","1","5","1",1,NA,43
"1683",NA,NA,NA,"1","5","1","2","3",NA,NA,"2","2",NA,"1","1",NA,NA,NA,NA,"4","1","1","4",NA,NA,"1","1",NA,"1",NA,NA,NA,NA,NA,"1","1","0","0","0","0","1","2","1","1","2",NA,"1","1","1","2","1","0","1","4","1",1,NA,42
"1684","2","1",NA,"4","1","4","3","2","2","4","2","2","2","2","2","4","2","4","2","4","2","4","4","4","4","1","2","1","1","1","1","1",NA,"2","1","0","0","1","1","0","0","2","2","1","5",NA,"1","1","1","2","3","0","5","1","0",1,NA,42
"1685","2","1","9","1","5","1","1","3","1","4","4","1","4","4","3","3","2","4","2","4","1","3","4","4","2","1","2","2","1","1","1","2","3","3","0","0","1","0","0","0","1","1","1","1","2",NA,"1","1","2","1","1","0","2","5","1",1,NA,40
"1686","2","1","12","1","10","6","2","3","2","2","1","1","1","3","1","3","1","3","1","4","2","4","4","4","4","2","2","1","1","1","2",NA,NA,"2","1","1","1","0","1","0","0","2","2","1","2",NA,"1","1","1","2","1","0","4","5","1",1,NA,42
"1687","2","1","11","1","3","1","1","2","2","3","2","2","2","2","3","3","2","2","3","2","3","3","2","2","3","3","2","2","3","3","2","1","2","2","1","0","0","1","0","0","0","2","2","1","3",NA,"1","1","1","2","2","0","2","5","1",1,NA,43
"1688",NA,NA,"12","1","3","1","2","2","3","4","4","3","4","2","2","4","2","4","2","4","2","3","2","4","4","2","2","2","3","2","2","2","4","2","0","0","1","1","1","0","0","2","1","1","3",NA,"1","1","1","2","2","0","2","5","1",1,NA,44
"1689",NA,NA,NA,"1",NA,"1","1","3","2","2","2","2","1","1","1","4","1",NA,"1","4","1","4","4","4","3","2","1","2","1","2","2","1","1","1","1","1","1","1","1","1","0","2","1","1","2",NA,"1","1","1","2","2","0","4","5","1",1,NA,41
"1690","2","3","9","6","1","5","3","2","2","3","2","1","1","1","2","3","1","4","2","4","1","3","4","3","2","1","2","2","1","3","2","2","1","2","1","1","1","1","1","1","0","2","1","1","6",NA,"1","1","1","2","3","0","2","5","1",1,NA,43
"1691",NA,NA,"11","1",NA,"1","4","1","1",NA,"2","2",NA,NA,"1","3",NA,"4",NA,"4","4",NA,"4","4",NA,"1",NA,"2","1",NA,NA,NA,NA,NA,"1","0","0","0","0","0","1","2","2","1","2",NA,"1","1","1","2","1","0","5","2","0",1,NA,41
"1692","2","3","8","4","3","4","3","1","2","2","2","4","3","3","2","2","2","2","2","3","2","3","3","3","2","2","3","3","3","2","3","3","2","2","1","0","0","1","0","0","0","2","1","1","6",NA,"1","1","1","2","3","0","2","2","0",1,NA,41
"1693","2","3","5","4","1","4","1","4","2","3","2","1","4","1","4","2","1","3","1","4","1","4","4","4","3","1","4","2","3","2","1","1","2","2","1","1","1","1","1","0","0","2","1","1","6",NA,"1","1","1","2","4","0","4","5","1",1,NA,42
"1694",NA,NA,"9","1","1","1","2","3","3","4","2","2","2","3","4","4","3","3","2","2","3","3","2","2","2","3","4","3","3","2","2","3","3","4","1","0","1","1","1","0","0","2","1","1","5",NA,"1","1","1","2","3","0","1","5","1",1,NA,42
"1695",NA,NA,"12","1","1","1","2","3","2","1","1","1","1","1","3","2","4","3","2","4","1","3","2","4","2","3","3","3","1","3","3","2","3","3","1","0","1","0","0","1","0","2","1","1","5",NA,"1","1","2","1","4","0","2","5","1",1,NA,40
"1696",NA,NA,NA,"1","3","1","2","3","2",NA,NA,"2",NA,"2","2","2",NA,NA,NA,NA,NA,NA,"4",NA,NA,"2","2","2",NA,NA,NA,NA,"2",NA,"0","1","0","0","0","0","1","2","1","1","6",NA,"1","1","1","2","4","0","1","4","1",1,NA,41
"1697",NA,NA,"11","1","3","1","4","2","3","4","3","2","1","3","1","4","1","4","3","4","4","3","4","3","2","1","1","1","1","1","3","2","1","1","1","1","1","0","1","0","0","2","1","1","5",NA,"1","1","1","2","2","0","5","3","0",1,NA,42
"1698",NA,NA,"9","6","3","6","3","2","2","4","2","1","2","3","4","3","4","3","2","4","1","4","4","4","1","3","4","1","3","4","2","2","2","4","1","1","1","1","1","0","0","1","1","1","3",NA,"2","2","2","1","3","0","5","2","1",1,NA,44
"1699",NA,NA,"11","6","1","1","3","2","2","4","2","1","2","2","3",NA,"3","3","3","4","2","2","4","3","4","2","2","2","2","3","3",NA,"2","3","1","1","1","0","1","0","0","2","1","1","5",NA,"1","1","1","2","3","0","5","1","0",1,NA,42
"1700","2","1","1","1","1","4","4","2","2","3","2","2","1","3","2","2","4","3","3","3","2","2","3","3","3","3","2","2","1","2","1","3","1","3","1","1","0","1","1","1","0","2","1","1","5",NA,"1","1","1","2","4","0","5","3","0",1,NA,40
"1701","2","1","9","4","1","4","3","3","2","2","2","2","2","1","3","3","4","2","2","2","2","2","4","4","3","1","1","2","1","3","3","2","2","3","1","1","1","1","1","0","0","1","2","1","3",NA,"1","1","1","2","2","0","1","5","1",1,NA,43
"1702","2","1","1","2","10","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","2","2","2","2","2","3","2","2","2","2","2","2","2","1","0","0","1","0","0","0","2","1","1","3","2","1","1","1","2","1","1","3","5","1",7,4,40
"1703","2","1","1","3","1","3","1","2","1","3","1","1","3","1","3","1","3","1","1","3","3","1","3","3","3","1","2","1","1","1","1","1","3","3","0","1","0","0","1","0","0","2","1","1","1","2","1","2","1","1","1","1","1","3","0",3,1,43
"1704","2","1",NA,"4","3","4","2","2","2","3","4","1","2","4","4","2","4","1","1","4","3","4","4","4","4","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","0","2","2","1","3","2","1","1","1","2","3","1","4","5","0",3,1,41
"1705","1","3","4","2","1","2","2","3","2","2","2","1","3","3","2","1","1","1","1","1","4","4","1","4","4","2","3","2","4","4","2","1","1","2","0","1","0","1","0","0","0","2","2","1","3","2","1","1","1","2","3","1","4","4","1",4,2,44
"1706","2","3","5","4","10","4","1","2","1","4","2","1","4","4","4","1","4","4","3","2","3","4","4","4","4","2","2","2","2","2","1","2","1","1","1","1","1","1","1","0","0","2","2","1","2","2","1","2","2","1","2","1","4","5","0",3,1,44
"1707","2","3","2","4","7","5","2","3","4","4","3","1","4","4","4","1","3","1","1","3","4","4","3","3","3","1","2","3","1","3","1","1","2","2","1","0","0","1","0","0","0","2","2","1","3","2","2","2","2","1","2","1","5","5","1",3,1,42
"1708","1","3","5","3","7","3","3","3","3","3","3","1","4","3","3","2","2","2","2","1","4","4","4","4","4","2","3","3","2","4","4","4","4","4","1","0","0","1","0","0","0","2","1","1","3","2","1","1","1","2","4","1","5","3","0",4,2,40
"1709","2","1","1","3","1","4","3","3","4","4","4","2","4","1","4","3","2","4","1","3","2","4","2","3","3","2","2","2","2","1","1","2","3","2","1","1","1","1","1","0","0","2","2","1","5","2","1","1","1","2","3","1","4","3","1",3,1,41
"1710","2","1","1","6","7","3","1","1","1","4","1","1","2","3","3","1","4","2","1","3","2","1","4","4","4","1","2","1","1","2","1","1","1","1","1","0","0","0","0","0","1","2","2","1","2","2","2","2","2","1","2","1","1","2","0",4,1,43
"1711","2","3","11","3","1","3","3","3","3","3","3","3","3","3","3","3","3","3","1","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","1","0","1","1","0","0","1","2","1","3","2","1","1","1","2","3","1","5","1","0",3,1,43
"1712","2","1","11","3","7","5","3","2","4","3","1","2","3","2","4","4","3","3","2","4","4","2","4","4","4","4","4","4","2","3","2","2","2","2","1","1","0","1","0","0","0","2","2","1","5","2","1","2","2","1","3","1","4","1","0",3,1,44
"1713","2","1","6","5","7","5","2","1","2","4","3","1","2","4","2","3","2","4","2","4","3","4","4","4","4","1","3","2","1","2","1","2",NA,"4","1","1","1","1","1","0","0","1","1","1","5","2","2","2","2","1","3","1","5","1","0",3,1,44
"1714","2","1","1","3","7","3","2","2","1","4","2","1","4","2","4","2","2","1","1","3","4","4","4","4","4","2","4","2","2","2","2","2","4","2","1","1","1","1","1","1","0","1","2","1","3","2","1","1","1","2","3","1","5","4","0",3,1,42
"1715","2","1","9","3","1","2","2","3","2","4","3","1","4","2","4","1","1","2","2","2","3","4","4","4","4","4","4","4","4","3","4","4","2","3","1","1","1","1","1","1","0","1","1","1","6","2","1","1","1","2","3","1","4","4","1",3,1,44
"1716","2","1","1","3","3","3","1","2","1","2","2","1","3","1","1","1","4","1","1","4","2","4","4","4","4","4","4","2","2","1","1","1","1","1","1","1","1","1","1","1","0","2","2","1","6","2","1","1","1","2","4","1","2","2","0",2,0,41
"1717","2","1","1","2","5","4","2","3","2","3","2","2","2","3","3","2","3","3","2","2","3","3","3","3","3","3","2","2","2","3","2","2","3","3","1","1","0","1","1","1","0","2","1","1","2","2","1","1","2","1","1","1","5","4","0",2,0,43
"1718","2","3",NA,"6","3","1","2","2","2","3","3","1","2","2","3","3","1","3","2","4","3","3","4","4","4","3","3","2","2","2","2","1","2","2","1","0","0","1","1","1","0","1","1","1","6","2","1","2","1","1","5","1","4","5","1",3,0,40
"1719","1","1","7","3","1","3","2","3","3","4","1","1","4","4","3","4","4","3","1","4","2","4","4","4","4","4","3","1","1","2","1","1","3","1","1","1","0","1","1","1","0","2","2","1","2","2","1","1","1","2","1","1","4","3","0",4,0,43
"1720","2","3","1","3","3","3","1","2","1","4","4","1","4","1","4","1","4","1","1","1","4","4","4","4","4","1","4","1","2","1","1","1","4","1","1","1","1","1","1","1","0","1","1","1","3","2","1","1","1","2","3","1","5","2","1",3,1,42
"1721","2","3","1","4","6","4","3","2","4","4","3","2","4","2","4","3","2","3","1","2","3","3","1","4","2","2","2","2","2","3","2","2","1","2","1","1","1","1","1","1","0","1","1","1","3","2","2","2","2","1","3","1","5","3","0",2,1,40
"1722","2","1","8","3","3","3","4","4","4","4","3","1","3","4","3","2","1","2","1","2","3","2","4","4","4","2","2","2","3","4","4","2","2","4","1","1","0","1","1","0","0","2","1","1","5","2","2","2","2","1","3","1","4","4","1",4,2,43
"1723","2","1","1","3","1","3","2","3","3","4","3","1","3","3","3","1","1","3","1","1","4","4","4","4","2","2","3","3","3","3","2","2","2","2","1","1","1","1","1","1","0","1","2","1","5","2","1","2","2","1","3","1","4","4","0",4,0,42
"1724","2","3","2","4","1","3","2","2","3","3","2","1","1","2","3","1","2","3","3","2","3","3","4","3","2","2","1","1","2","4","2","2","2","3","1","1","1","1","1","0","0","2","1","1","6","2","1","1","1","2","2","1","5","2","0",4,2,44
"1725","2","1","11","4","3","3","1","4","3","3","2","1","4","1","3","2","2","1","1","3","1","1","1","3","1","1","1","1","1","1","1","1","3","2","1","1","1","0","0","1","0","1","2","1","3","2","1","1","1","2","1","1","2","3","0",3,1,41
"1726","2","1","5","4","3","4","2","3","3","4","1","1","3","1","3","2","1","2","1","4","2","4","4","4","3","1","2","3","1","4","4","2","3","3","1","1","1","1","1","0","0","1","2","1","6","2","1","1","1","2","3","1","1","3","0",2,0,42
"1727","2","1","11","4","7","3","2","3","2","4","3","1","3","2","4","1","4","2","1","1","4","4","4","4","4","2","3","2","3","2","3","1","2","3","1","1","1","1","1","1","0","2","2","1","6","2","2","2","2","1","4","1","3","4","1",3,1,43
"1728","2","1","9","4","3","5","2","2","2","3","2","2","3","2","3","3","1","3","2","3","4","4","4","4","4","1","1","3","1","2","1","3","2","3","1","1","1","1","1","0","0","1","1","1","3","2","1","1","1","2","3","1","5","5","1",4,2,44
"1729","2","1","11","4",NA,"5","2","3","2","2","3","1","4","3","4","1","4","2","2","3","3","4","4","4","4","2","3","2","3","2","2","3","2","4","1","1","1","0","1","0","0","1","2","1","5","2","1","1","1","2","3","1","4","4","1",4,2,40
"1730","2","1","1","3","6","4","1","2","4","3","3","2","4","3","3","2","2","3","3","2","3","2","4","3","3","2","3","3","3","3","2","3","3","2","1","0","0","0","1","0","0","1","1","1","5","2","1","1","1","2","3","1","5","5","1",2,1,42
"1731","1","3","1","3",NA,"4","1","3","1","4","3","1","4","1","4","1","1","1","1","2",NA,"3","3","3","2","1","1","1","1","2","1","1","1","2","1","1","1","1","1","1","0","1","1","1","6","2","1","1","1","2","3","1","5","3","1",4,2,44
"1732","2","3","9","4","1","3","2","3","4","4","2","1","4","4","4","2","3","1","1","3","3","4","1","4","3","2","4","3","2","3","2","1","2","2","1","1","1","0","0","1","0","2","2","1","3","2","1","1","1","2","3","1","3","5","1",3,0,43
"1733","2","3","1","4","1","4","2","3","1","3","2","3","3","1","2","2","2","3","1","3","2","3","4","4","3","2","3","2","2","2","2","2","2","2","1","1","1","1","1","1","0","1","1","1","5","2","1","1","1","2","3","1","4","5","1",4,2,42
"1734","1","4","1","3","3","3","2","3","2","3","3","2","2","3","2","4","3","4","3","2","3","4","3","4","4","1","3","2","3","2","2","1","2","2","1","1","1","1","1","1","0","2","1","1","6","2","2","2","2","1","5","1","5","2","0",2,0,42
"1735","2","1","1","4","7","4","3","2","2","2","4","2","4","2","3","2","2","2","2",NA,"4","4","4","4","2","2","2","2","2","2","2","2","2","2","1","1","0","1","1","1","0","2","2","1","5","2","1","1","1","2","2","1","5","1","0",3,1,40
"1736","2","88","11","5","7","5","2","4","2","3","1","1","1","1","1","3","1","3","1","4","2","4","4","4","4","2","2","2","1","3","1","1","1","2","1","1","1","1","1","1","0","2","2","1","6","2","1","1","1","2","4","1","5","1","0",3,1,40
